Pais_de_residencia;Via_de_acceso;Tipo_de_alojamiento;Forma_de_organizacion_del_viaje;Duracion_del_viaje;Motivo_del_viaje;Comunidad autonoma de destino;Periodo;Total
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M06;2173824
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M05;1983454
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M04;1422435
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M03;1184251
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M02;863704
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M01;799284
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M12;812153
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M11;911187
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M10;1658268
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M09;2173773
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M08;2323782
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M07;2327431
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M06;2185425
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M05;2066225
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M04;1507935
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M03;1123087
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M02;919566
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M01;797942
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M12;880670
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M11;866957
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M10;1654697
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M09;1995183
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M08;2248819
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M07;2166552
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M06;2088747
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M05;1794232
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M04;1423065
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M03;1058312
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M02;805843
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M01;692291
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M12;758202
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M11;770874
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M10;1563317
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M03;21386
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M02;46502
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M01;64262
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M12;51852
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M11;53325
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M10;106238
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M09;165372
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M08;176752
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M07;184029
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M06;180135
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M05;122777
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M04;82527
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M03;70851
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M02;49956
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M01;66650
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M12;60591
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M11;53863
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M10;90668
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M09;164321
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M08;176076
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M07;174914
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M06;170552
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M05;91104
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M04;73575
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M03;55937
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M02;47935
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M01;67994
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M12;51567
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M11;51893
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M10;80793
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M09;151099
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M08;171799
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M07;185668
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M06;150092
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M05;82499
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M04;67226
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M03;49303
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M02;44640
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M01;63477
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M12;45102
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M11;41379
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M10;78009
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M09;129200
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M08;160554
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M07;150320
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M06;131166
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M05;78032
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M04;54845
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M03;42001
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M02;34455
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M01;59514
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M12;40739
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M11;50384
Rusia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M10;62414
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M03;54415
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M02;124201
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M01;123602
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M12;141913
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M11;155662
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M10;178626
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M09;200638
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M08;152168
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M07;239193
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M06;213528
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M05;178065
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M04;181721
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M03;171540
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M02;131770
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M01;147652
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M12;143951
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M11;152402
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M10;168366
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M09;192449
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M08;168685
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M07;267460
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M06;234670
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M05;162763
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M04;160543
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M03;130828
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M02;132727
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M01;134114
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M12;158027
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M11;171944
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M10;174410
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M09;190935
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M08;169173
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M07;274219
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M06;237345
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M05;267880
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M04;176948
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M03;152595
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M02;162242
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M01;108954
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M12;137179
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M11;171516
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M10;154833
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M09;156857
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M08;129809
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M07;245821
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M06;208259
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M05;142814
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M04;166926
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M03;138315
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M02;131253
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M01;179451
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M12;133481
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M11;154853
Suecia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M10;154787
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M03;37661
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M02;85080
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M01;76210
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M12;89314
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M11;92424
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M10;210315
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M09;202639
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M08;198350
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M07;250070
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M06;191297
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M05;131800
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M04;177135
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M03;114059
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M02;88945
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M01;78000
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M12;96415
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M11;106684
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M10;200112
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M09;211919
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M08;179311
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M07;273581
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M06;159264
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M05;191905
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M04;176900
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M03;108945
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M02;85915
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M01;92196
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M12;94798
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M11;105400
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M10;249547
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M09;203617
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M08;218783
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M07;276514
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M06;195246
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M05;173210
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M04;216142
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M03;115620
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M02;114652
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M01;95671
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M12;91721
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M11;98907
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M10;211558
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M09;169488
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M08;164190
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M07;236705
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M06;169307
Suiza ;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M05;153471
